交易时间,交易分类,交易对方,对方账号,商品说明,收/支,金额,收/付款方式,交易状态,交易订单号,商家订单号,备注
2026/1/9 10:23,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根标普500指数(QDII)C-买入,不计收支,100,中国银行储蓄卡(8865),交易成功,"20260109001080012204400084231795	","	",
2026/1/8 11:09,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-博道中证A500指数增强C-买入,不计收支,100,中国银行储蓄卡(8865),交易成功,"20260108001080012204400081420747	","	",
2026/1/8 10:33,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-招商纳斯达克100ETF联接(QDII)C-买入,不计收支,100,中国银行储蓄卡(8865),交易成功,"20260108001080012204400081338703	","	",
2026/1/8 10:33,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-南方纳斯达克100指数(QDII)C-买入,不计收支,50,中国银行储蓄卡(8865),交易成功,"20260108001080012204400081384262	","	",
2026/1/8 10:33,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根纳斯达克100指数(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),交易成功,"20260108001080012204400081398730	","	",
2026/1/8 10:33,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-宝盈纳斯达克100指数(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),交易成功,"20260108001080012204400081378938	","	",
2026/1/8 10:32,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-广发纳斯达克100ETF联接(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),交易成功,"20260108001080012204400081401203	","	",
2026/1/8 10:26,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根标普500指数(QDII)C-买入,不计收支,100,中国银行储蓄卡(8865),交易成功,"20260108001080012204400081156690	","	",
2026/1/8 0:29,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-博道中证A500指数增强C-买入,不计收支,1000,中国银行储蓄卡(8865),交易成功,"20260108001080012204400080245027	","	",
2026/1/7 13:45,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-招商纳斯达克100ETF联接(QDII)C-买入,不计收支,100,中国银行储蓄卡(8865),交易成功,"20260107001080012204400078963488	","	",
2026/1/7 13:44,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-南方纳斯达克100指数(QDII)C-买入,不计收支,50,中国银行储蓄卡(8865),交易成功,"20260107001080012204400078943788	","	",
2026/1/7 13:43,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根纳斯达克100指数(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),交易成功,"20260107001080012204400078959874	","	",
2026/1/7 13:42,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-宝盈纳斯达克100指数(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),交易成功,"20260107001080012204400078943073	","	",
2026/1/7 13:42,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-广发纳斯达克100ETF联接(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),交易成功,"20260107001080012204400078938635	","	",
2026/1/7 10:25,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根标普500指数(QDII)C-买入,不计收支,100,中国银行储蓄卡(8865),交易成功,"20260107001080012204400078244559	","	",
2026/1/6 10:26,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-天弘标普500(QDII-FOF)C-买入,不计收支,50,中国银行储蓄卡(8865),交易成功,"20260106001080012204400075237984	","	",
2026/1/6 10:26,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根标普500指数(QDII)C-买入,不计收支,100,中国银行储蓄卡(8865),交易成功,"20260106001080012204400075237124	","	",
2026/1/5 11:00,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-天弘标普500(QDII-FOF)C-买入,不计收支,50,中国银行储蓄卡(8865),交易成功,"20260105001080012204400072499866	","	",
2026/1/4 15:33,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根标普500指数(QDII)C-买入,不计收支,100,中国银行储蓄卡(8865),交易成功,"20260104001080012204400070504731	","	",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
