交易时间,交易分类,交易对方,对方账号,商品说明,收/支,金额,收/付款方式,交易状态,交易订单号,商家订单号,备注
2026/1/16 10:22,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-博道中证A500指数增强C-买入,不计收支,100,中国银行储蓄卡(8865),付款成功，基金份额确认中,"20260116001080012204400003207797	","	",
2026/1/16 10:21,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根纳斯达克100指数(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),付款成功，基金份额确认中,"20260116001080012204400003193512	","	",
2026/1/16 10:20,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-广发纳斯达克100ETF联接(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),付款成功，基金份额确认中,"20260116001080012204400003235744	","	",
2026/1/16 10:17,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根标普500指数(QDII)C-买入,不计收支,100,中国银行储蓄卡(8865),付款成功，基金份额确认中,"20260116001080012204400003264183	","	",
2026/1/15 10:26,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-博道中证A500指数增强C-买入,不计收支,100,中国银行储蓄卡(8865),交易成功,"20260115001080012204400000157204	","	",
2026/1/15 10:25,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根纳斯达克100指数(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),付款成功，基金份额确认中,"20260115001080012204400000114134	","	",
2026/1/15 10:25,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-广发纳斯达克100ETF联接(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),付款成功，基金份额确认中,"20260115001080012204400000096375	","	",
2026/1/15 10:21,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根标普500指数(QDII)C-买入,不计收支,100,中国银行储蓄卡(8865),付款成功，基金份额确认中,"20260115001080012204400000138102	","	",
2026/1/14 14:57,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达沪深300ETF联接C-买入,不计收支,1000,中国银行储蓄卡(8865),交易成功,"20260114001080012204400098201699	","	",
2026/1/14 10:26,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-博道中证A500指数增强C-买入,不计收支,100,中国银行储蓄卡(8865),交易成功,"20260114001080012204400097161585	","	",
2026/1/14 10:24,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根纳斯达克100指数(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),交易成功,"20260114001080012204400097112809	","	",
2026/1/14 10:24,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-广发纳斯达克100ETF联接(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),交易成功,"20260114001080012204400097135793	","	",
2026/1/14 10:19,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根标普500指数(QDII)C-买入,不计收支,100,中国银行储蓄卡(8865),交易成功,"20260114001080012204400097153609	","	",
2026/1/13 14:20,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-博道中证A500指数增强C-买入,不计收支,1000,中国银行储蓄卡(8865),交易成功,"20260113001080012204400094952706	","	",
2026/1/13 12:41,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达科创50联接C-买入,不计收支,1500,中国银行储蓄卡(8865),交易成功,"20260113001080012204400094773434	","	",
2026/1/13 10:26,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-博道中证A500指数增强C-买入,不计收支,100,中国银行储蓄卡(8865),交易成功,"20260113001080012204400094217798	","	",
2026/1/13 10:24,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根纳斯达克100指数(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),交易成功,"20260113001080012204400094122344	","	",
2026/1/13 10:24,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-广发纳斯达克100ETF联接(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),交易成功,"20260113001080012204400094198129	","	",
2026/1/13 10:19,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根标普500指数(QDII)C-买入,不计收支,100,中国银行储蓄卡(8865),交易成功,"20260113001080012204400094168200	","	",
2026/1/12 22:10,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达科创50联接C-买入,不计收支,1500,中国银行储蓄卡(8865),交易成功,"20260112001080012204400093007422	","	",
2026/1/12 10:35,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-博道中证A500指数增强C-买入,不计收支,100,中国银行储蓄卡(8865),交易成功,"20260112001080012204400091154514	","	",
2026/1/12 10:34,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-宝盈纳斯达克100指数(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),交易成功,"20260112001080012204400091221942	","	",
2026/1/12 10:34,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根纳斯达克100指数(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),交易成功,"20260112001080012204400091211497	","	",
2026/1/12 10:34,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-广发纳斯达克100ETF联接(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),交易成功,"20260112001080012204400091128044	","	",
2026/1/12 10:28,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根标普500指数(QDII)C-买入,不计收支,100,中国银行储蓄卡(8865),交易成功,"20260112001080012204400091045477	","	",
2026/1/9 10:31,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-博道中证A500指数增强C-买入,不计收支,100,中国银行储蓄卡(8865),交易成功,"20260109001080012204400084311802	","	",
2026/1/9 10:28,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-宝盈纳斯达克100指数(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),交易成功,"20260109001080012204400084324571	","	",
2026/1/9 10:28,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-摩根纳斯达克100指数(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),交易成功,"20260109001080012204400084252548	","	",
2026/1/9 10:28,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-广发纳斯达克100ETF联接(QDII)C-买入,不计收支,10,中国银行储蓄卡(8865),交易成功,"20260109001080012204400084253402	","	",
